GO	description	category	D1_S02_1L-s_R03	D1_S02_2.5L-s_R01.1	D1_S02_2.5L-s_R01.3	D1_S02_10L-s_R02	D1_S02_10L-m_R01	D1_S02_10L-m_R02	D1_S20_30L-m_R123	D1_S023_10L-m_R01	D1_S023_10L-m_R02	D1_S320_10L-m_R01	D1_S320_10L-m_R02	D1_S320_10L-m_R03	D1_S20_120L-m_R01	D1_S20_100L-m_R02	D1_S023_60L-m_R01	D1_S023_100L-m_R02	D1_S023_60L-m_R03	D1_S320_60L-m_R01	D1_S320_100L-m_R02	D1_S320_60L-m_R03	D1_S20_496L-m_R00	D1_S20_100L-m_R02	D1_S20_100L-m_R03	D1_S023_100L-m_R01	D1_S023_100L-m_R03	D1_S320_100L-m_R03	D2_S20_100L-m_R11	D2_S023_1000L-m_R00	D1_S02_1L-s_R01	D1_S02_1L-s_R02	D1_S02_10L-s_R01	D1_S02_2.5L-s_R01.2	D1_S02_2.5L-s_R01.4	D1_S02_10L-s_R03	D1_S02_10L-m_R03	D1_S023_10L-m_R03	D1_S20_60L-m_R03	D1_S20_100L-m_R01	D1_S023_496L-m_R00	D1_S023_100L-m_R02	D1_S320_496L-m_R00	D1_S320_100L-m_R01	D1_S320_100L-m_R02	D2_S20_1000L-m_R00	D2_S023_100L-m_R11	D2_S320_1000L-m_R00	D2_S320_100L-m_R11	D1_S20_776L-m_R00	D1_S023_716L-m_R00	D1_S320_716L-m_R00
GO:0045226	extracellular polysaccharide biosynthetic process	biological process	50	35	34	46	24	37	0	124	32	3	3	1	10	6	118	140	110	39	16	27	8	0	12	104	114	48	0	93	62	82	78	86	77	65	132	39	0	7	116	137	23	19	14	0	157	23	35	8	191	69
GO:0045227	capsule polysaccharide biosynthetic process	biological process	1	0	0	0	0	0	0	4	0	0	0	0	0	0	7	4	3	0	0	0	0	0	0	0	2	0	0	1	0	1	0	2	3	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0
GO:0045239	tricarboxylic acid cycle enzyme complex	cellular component	22	22	19	19	8	22	0	50	21	3	1	0	7	5	34	51	36	21	8	13	4	0	4	34	35	26	0	23	20	26	30	36	29	23	45	15	0	5	43	44	9	11	7	0	47	13	15	6	43	28
GO:0045252	oxoglutarate dehydrogenase complex	cellular component	76	69	75	69	41	64	0	178	66	6	5	0	19	10	139	149	155	64	29	40	15	0	19	132	141	70	3	107	96	117	99	125	104	101	173	79	0	8	154	162	38	30	37	2	172	40	55	17	196	89
GO:0045254	pyruvate dehydrogenase complex	cellular component	14	11	14	11	6	11	0	24	9	0	0	0	0	0	22	25	24	13	5	7	1	1	1	18	19	17	1	18	11	17	15	15	13	15	17	11	1	1	17	17	5	6	5	1	25	7	6	3	22	8
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	cellular component	679	530	493	582	325	496	27	1092	510	128	108	42	313	153	1013	1071	977	543	321	400	207	24	222	824	868	614	36	673	782	965	932	1039	897	830	1313	694	18	139	1109	1177	446	426	382	33	1202	446	483	247	1350	791
GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)	cellular component	648	544	492	535	394	520	48	1015	501	218	180	104	413	219	959	1079	890	599	378	479	281	43	311	824	887	665	53	721	851	1001	975	1067	937	843	1391	750	43	217	1135	1239	496	525	418	47	1304	545	604	346	1405	984
GO:0045278	plasma membrane respiratory chain complex IV	cellular component	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0
GO:0045281	succinate dehydrogenase complex	cellular component	135	100	101	111	64	104	0	206	98	10	6	1	37	11	203	225	208	98	56	71	22	0	25	181	209	115	5	172	154	201	194	195	186	175	281	148	1	12	245	263	82	85	70	4	302	81	90	34	335	161
GO:0045296	cadherin binding	molecular function	0	0	0	0	0	0	5	0	0	0	0	0	8	11	0	0	0	0	0	0	16	4	8	0	0	0	4	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	5	0	0	0	16	0	0
GO:0045300	acyl-[acyl-carrier-protein] desaturase activity	molecular function	5	2	4	3	1	1	0	6	5	2	3	0	4	2	6	5	6	3	3	3	2	0	1	4	6	5	0	2	2	4	5	4	5	6	7	4	1	0	3	6	0	0	3	1	2	6	4	3	6	5
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	molecular function	60	45	52	62	32	50	0	85	54	13	7	3	35	18	82	85	81	64	37	46	29	2	25	78	77	62	1	62	56	75	82	85	70	76	97	55	1	13	94	107	44	43	37	1	87	42	43	25	116	83
GO:0045312	nor-spermidine biosynthetic process	biological process	1	1	0	1	0	1	0	1	1	0	0	0	1	0	2	2	3	1	1	1	1	0	1	1	2	1	0	0	1	1	2	1	0	0	2	2	0	0	1	0	0	0	1	0	2	0	1	0	4	1
GO:0045329	carnitine biosynthetic process	biological process	2	3	3	3	3	2	0	5	1	0	0	0	1	0	2	5	3	2	1	3	0	0	1	1	2	6	0	1	2	3	2	3	2	2	3	2	0	0	2	1	1	0	1	0	6	1	2	0	5	2
GO:0045333	cellular respiration	biological process	7	7	5	4	3	4	0	8	6	0	0	0	2	1	11	12	9	5	3	5	0	0	1	8	7	8	0	6	4	6	6	5	10	6	7	9	0	1	5	7	6	1	3	0	11	4	6	1	10	5
GO:0045340	mercury ion binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045430	chalcone isomerase activity	molecular function	32	26	24	22	19	19	0	41	25	9	6	0	23	8	37	42	40	27	14	16	7	1	10	32	32	29	1	31	29	32	36	37	38	31	44	33	0	4	39	55	23	14	12	1	51	22	23	11	58	44
GO:0045436	lycopene beta cyclase activity	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0045454	cell redox homeostasis	biological process	1315	1114	1101	1133	694	973	89	2361	1100	196	154	46	778	392	2031	2273	2008	1212	671	872	591	62	586	2006	2063	1399	144	1557	1695	2125	1969	2140	1892	1742	2880	1365	170	348	2584	2693	911	902	725	156	2842	857	1050	630	3264	1885
GO:0045484	L-lysine 6-transaminase activity	molecular function	2	2	2	2	0	2	0	1	2	0	0	0	1	0	2	2	2	2	1	1	0	0	0	3	1	1	0	2	1	2	1	2	2	2	4	1	0	0	2	2	0	1	1	0	3	0	0	1	5	1
GO:0045490	pectin catabolic process	biological process	0	0	1	0	0	0	0	2	1	2	0	0	1	0	3	1	0	1	3	1	0	0	0	1	0	0	0	0	2	5	3	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	3	2
GO:0045493	xylan catabolic process	biological process	1	0	1	1	0	0	0	2	0	1	1	0	3	0	1	3	1	2	1	0	0	0	4	1	1	5	0	3	1	3	2	2	0	1	3	0	0	0	1	1	1	1	0	0	1	2	3	0	2	2
GO:0045550	geranylgeranyl reductase activity	molecular function	17	14	14	18	12	13	0	18	15	2	0	0	3	3	20	18	20	16	10	11	4	0	3	18	19	15	1	16	16	16	19	18	20	19	24	15	0	2	18	23	10	11	9	0	24	4	8	5	23	16
GO:0045735	nutrient reservoir activity	molecular function	6	5	2	2	3	4	0	18	8	2	1	0	3	0	15	14	13	8	3	4	0	0	0	13	14	10	0	5	5	11	15	13	10	11	14	4	0	1	18	18	7	2	0	0	22	3	2	0	17	8
GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	biological process	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	2	0	0
GO:0045747	positive regulation of Notch signaling pathway	biological process	1	0	0	0	1	0	2	2	1	0	0	0	5	4	2	0	1	0	0	0	6	1	2	1	1	0	3	1	1	0	0	0	1	0	4	2	4	4	1	0	1	1	0	2	1	1	2	5	0	1
GO:0045765	regulation of angiogenesis	biological process	0	1	1	0	0	0	2	1	1	1	0	0	6	5	2	0	0	1	2	0	9	1	1	0	0	3	3	0	1	1	0	0	0	0	3	0	2	8	0	0	0	0	4	1	0	2	3	3	1	1
GO:0045892	negative regulation of transcription, DNA-templated	biological process	287	254	235	273	152	219	15	479	241	48	29	11	132	83	440	494	445	250	137	182	121	14	106	390	403	246	31	304	377	436	428	477	415	408	580	316	30	66	508	545	208	204	148	28	590	162	189	160	661	365
GO:0045893	positive regulation of transcription, DNA-templated	biological process	15	11	11	10	5	8	0	18	13	0	2	0	6	13	20	18	23	15	5	12	11	2	6	17	23	10	3	13	19	20	18	15	20	18	26	12	9	10	21	25	9	13	9	5	28	5	7	8	27	21
GO:0045901	positive regulation of translational elongation	biological process	4	1	2	5	1	2	1	5	3	2	5	0	6	7	14	8	8	2	4	2	8	1	4	6	5	9	3	3	4	5	7	5	6	4	15	10	6	3	5	5	3	4	0	1	4	1	1	7	6	7
GO:0045905	positive regulation of translational termination	biological process	4	1	2	5	1	2	1	5	3	2	5	0	6	7	14	8	8	2	4	2	8	1	4	6	5	9	3	3	4	5	7	5	6	4	15	10	6	3	5	5	3	4	0	1	4	1	1	7	6	7
GO:0045910	negative regulation of DNA recombination	biological process	9	7	7	6	5	7	0	10	7	0	0	0	2	1	8	10	9	8	5	7	2	0	2	8	10	6	0	8	5	7	6	6	5	5	5	4	0	1	9	7	7	3	3	0	5	2	4	1	7	8
GO:0045936	negative regulation of phosphate metabolic process	biological process	66	52	53	59	40	58	2	95	53	7	7	7	22	11	100	98	88	55	29	45	15	2	19	79	91	59	3	62	79	86	93	93	89	90	105	75	1	16	93	107	51	49	45	4	104	40	47	25	124	81
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	biological process	0	0	0	0	0	0	2	0	0	0	0	0	3	2	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	2	0	0	0	4	0	0
GO:0045947	negative regulation of translational initiation	biological process	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	1	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	5	0	0
GO:0045995	regulation of embryonic development	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046026	precorrin-4 C11-methyltransferase activity	molecular function	15	15	16	16	11	12	0	22	17	1	1	0	4	1	21	25	20	17	11	9	3	0	3	19	19	18	0	16	16	20	19	19	19	17	23	16	0	1	20	19	14	11	11	0	21	9	10	4	25	18
GO:0046034	ATP metabolic process	biological process	413	324	294	351	212	294	19	634	306	104	89	41	198	112	601	634	593	328	199	238	136	23	143	494	538	373	31	390	500	598	589	612	541	514	809	423	23	110	641	675	277	270	236	25	688	283	331	189	780	525
GO:0046080	dUTP metabolic process	biological process	126	98	100	115	64	87	11	269	101	16	8	2	53	21	203	236	232	114	55	76	37	2	37	212	209	132	7	153	171	209	191	217	195	174	303	124	6	18	266	274	84	70	68	6	301	77	87	44	326	157
GO:0046110	xanthine metabolic process	biological process	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0
GO:0046148	pigment biosynthetic process	biological process	17	15	17	12	8	12	0	14	15	0	1	0	3	2	20	23	15	11	8	10	5	0	5	16	16	15	0	15	17	18	16	21	19	21	24	15	0	1	23	23	11	13	11	0	23	11	12	2	25	20
GO:0046168	glycerol-3-phosphate catabolic process	biological process	179	155	144	165	90	132	3	300	139	25	18	4	65	37	282	276	276	149	77	100	46	5	59	259	285	183	9	204	230	291	255	309	272	243	387	208	7	30	355	372	119	109	83	8	392	91	124	53	462	220
GO:0046278	3,4-dihydroxybenzoate metabolic process	biological process	2	0	1	0	0	1	0	3	1	0	0	0	1	0	2	1	2	2	0	2	0	0	0	2	2	1	0	0	0	2	1	1	0	1	2	0	0	0	2	2	0	0	0	0	1	0	0	0	2	2
GO:0046294	formaldehyde catabolic process	biological process	24	17	20	22	15	18	0	33	20	1	1	0	8	4	35	32	28	21	13	17	5	0	8	29	28	20	3	22	27	27	30	27	32	26	32	21	0	5	28	30	18	16	18	2	34	15	17	15	38	25
GO:0046295	glycolate biosynthetic process	biological process	12	9	15	15	8	8	0	21	11	2	0	0	2	0	20	21	16	12	5	7	1	0	3	19	19	15	0	16	13	18	14	16	11	17	21	14	0	0	22	24	8	12	6	0	24	7	6	1	23	11
GO:0046332	SMAD binding	molecular function	0	0	0	0	0	0	4	0	0	0	0	0	3	9	0	0	0	0	0	0	8	1	4	0	0	0	4	1	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	5	0	0	0	10	0	0
GO:0046348	amino sugar catabolic process	biological process	10	11	10	13	7	12	0	23	10	1	0	0	3	2	21	26	21	12	8	9	3	0	4	25	25	16	0	17	12	15	17	22	17	17	25	6	0	0	26	27	12	9	8	0	22	8	8	4	30	20
GO:0046353	aminoglycoside 3-N-acetyltransferase activity	molecular function	10	2	7	5	1	8	0	51	5	1	0	0	2	1	28	45	47	3	1	3	1	0	0	46	56	9	0	40	14	19	11	18	11	8	34	6	0	0	29	44	0	0	0	0	64	4	5	0	70	10
GO:0046373	L-arabinose metabolic process	biological process	3	6	4	4	1	4	3	11	4	7	3	1	4	5	15	10	9	8	4	5	10	3	6	10	11	5	2	7	6	13	9	8	9	8	12	5	4	6	14	10	5	2	3	5	10	3	3	10	17	13
GO:0046406	magnesium protoporphyrin IX methyltransferase activity	molecular function	20	20	22	24	14	16	0	28	20	3	5	2	9	4	26	27	27	15	13	15	4	2	9	25	22	24	1	22	28	26	37	31	27	31	36	20	0	3	36	35	23	18	15	1	33	15	18	8	42	35
GO:0046408	chlorophyll synthetase activity	molecular function	6	8	7	4	7	5	0	7	8	2	0	0	3	1	7	7	6	6	5	5	2	0	2	7	7	7	0	5	6	10	10	8	8	9	10	8	0	0	8	9	8	6	5	0	10	4	4	3	7	8
GO:0046413	organomercury catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
GO:0046416	D-amino acid metabolic process	biological process	1	0	0	1	0	1	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1	0	0	2	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0
GO:0046417	chorismate metabolic process	biological process	156	112	130	131	88	120	2	251	129	21	16	7	62	20	211	248	255	117	70	83	38	1	48	229	245	150	5	207	186	244	234	275	230	204	329	164	0	14	329	360	111	95	86	3	362	81	100	44	410	197
GO:0046421	methylisocitrate lyase activity	molecular function	27	25	22	22	10	17	0	47	18	1	0	0	11	2	34	57	39	14	12	10	5	0	3	35	37	30	1	22	25	37	35	35	28	30	51	23	0	2	40	47	12	8	8	0	47	11	11	2	49	29
GO:0046422	violaxanthin de-epoxidase activity	molecular function	2	3	1	1	1	1	1	5	3	4	1	0	5	2	2	0	3	4	3	1	3	0	3	0	0	7	0	1	4	1	1	2	2	0	6	3	1	0	1	1	1	6	3	1	2	7	5	2	4	7
GO:0046429	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity	molecular function	256	203	203	211	123	181	1	523	193	22	23	9	125	52	461	469	455	214	115	145	90	4	106	390	442	242	7	342	379	478	454	474	406	393	642	291	1	34	546	608	182	174	132	5	652	151	196	79	696	346
GO:0046470	phosphatidylcholine metabolic process	biological process	0	0	0	1	0	0	1	0	0	0	1	0	0	2	1	1	0	1	1	1	2	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	3	0	1	0	0	0	1	1	1	1	4	1	2
GO:0046487	glyoxylate metabolic process	biological process	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0
GO:0046488	phosphatidylinositol metabolic process	biological process	7	7	3	2	9	4	11	18	7	12	13	3	30	35	19	5	17	9	12	6	40	14	27	0	3	27	15	5	6	8	10	9	7	3	23	14	35	38	5	11	10	7	6	25	9	23	22	41	12	26
GO:0046522	S-methyl-5-thioribose kinase activity	molecular function	5	5	4	7	4	3	0	10	6	0	0	0	0	0	7	8	8	4	3	3	0	0	0	5	7	6	0	5	6	7	9	8	7	9	9	6	0	0	9	8	2	3	3	0	9	3	4	1	7	4
GO:0046537	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	molecular function	9	8	10	11	4	9	0	13	5	4	4	1	7	4	17	17	14	9	3	5	4	1	4	11	14	14	0	4	11	15	13	11	10	9	17	8	0	5	12	16	5	6	5	0	4	6	4	6	18	14
GO:0046554	malate dehydrogenase (NADP+) activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046556	alpha-L-arabinofuranosidase activity	molecular function	4	6	6	4	1	5	3	14	4	8	7	1	10	10	17	11	11	11	11	8	13	3	8	13	13	13	2	9	9	15	10	9	11	9	15	7	4	6	17	11	9	3	4	5	11	23	16	13	19	23
GO:0046559	alpha-glucuronidase activity	molecular function	1	0	1	1	0	0	0	2	0	1	1	0	3	0	1	3	1	2	1	0	0	0	4	1	1	5	0	3	1	3	2	2	0	1	3	0	0	0	1	1	1	1	0	0	1	2	3	0	2	2
GO:0046600	negative regulation of centriole replication	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0046608	carotenoid isomerase activity	molecular function	9	6	8	5	4	5	0	7	5	0	0	0	3	0	7	6	8	5	5	6	2	0	4	7	6	7	0	6	6	9	9	7	8	8	8	7	0	1	11	10	6	5	5	0	8	5	6	2	12	8
GO:0046653	tetrahydrofolate metabolic process	biological process	229	189	195	194	119	149	0	390	188	14	8	2	51	14	323	372	336	144	90	114	31	3	44	267	273	188	6	226	247	310	317	325	291	285	405	215	0	18	345	388	129	133	104	7	410	101	126	42	442	239
GO:0046654	tetrahydrofolate biosynthetic process	biological process	174	134	107	137	76	117	1	273	121	20	19	8	64	33	237	285	234	120	61	89	50	3	52	228	244	148	13	169	184	247	243	243	205	196	322	152	6	36	276	284	110	98	75	8	302	87	110	63	341	196
GO:0046656	folic acid biosynthetic process	biological process	12	9	7	8	3	10	0	21	13	1	0	0	2	0	19	22	21	5	5	8	0	0	1	19	17	9	0	19	15	16	18	20	13	14	19	9	0	0	20	20	6	3	1	0	26	2	6	3	24	12
GO:0046658	anchored component of plasma membrane	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046677	response to antibiotic	biological process	14	5	11	7	3	11	2	56	6	2	1	0	6	3	38	52	52	6	4	3	3	1	3	50	62	14	1	44	23	29	14	22	15	12	43	7	4	3	33	52	0	2	2	1	71	6	6	2	79	13
GO:0046685	response to arsenic-containing substance	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0046688	response to copper ion	biological process	33	26	28	25	15	21	0	40	23	4	2	0	3	2	40	45	30	19	9	13	4	0	3	29	34	24	0	21	37	42	40	39	32	33	49	25	0	1	39	44	12	14	11	0	45	17	14	4	55	26
GO:0046718	viral entry into host cell	biological process	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0	1	0	1	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0
GO:0046729	viral procapsid	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046776	suppression by virus of host antigen processing and presentation of peptide antigen via MHC class I	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0046782	regulation of viral transcription	biological process	22	28	16	13	14	19	3	55	14	5	8	9	26	9	53	44	54	32	20	18	13	0	12	50	50	34	1	50	31	48	32	38	35	23	85	19	1	4	66	61	19	23	12	2	95	27	31	9	82	47
GO:0046789	host cell surface receptor binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046797	viral procapsid maturation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0046835	carbohydrate phosphorylation	biological process	47	37	39	44	30	36	1	77	43	9	8	3	17	9	69	74	68	41	22	40	14	3	16	68	69	40	5	54	53	64	65	78	71	68	90	46	3	10	86	90	34	29	26	6	72	27	35	24	103	58
GO:0046854	phosphatidylinositol phosphorylation	biological process	633	514	487	545	319	456	8	1074	495	67	49	13	285	130	1006	1095	1027	479	268	357	187	13	196	916	1062	577	30	801	886	1063	998	1131	960	911	1509	744	25	90	1298	1410	441	411	327	34	1519	363	448	206	1630	789
GO:0046855	inositol phosphate dephosphorylation	biological process	98	69	71	73	43	61	0	160	56	2	0	1	23	4	161	174	147	61	36	46	14	0	16	138	148	74	1	119	115	149	140	155	135	116	215	103	0	7	194	197	56	48	35	1	244	54	63	17	232	103
GO:0046856	phosphatidylinositol dephosphorylation	biological process	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	4	0	0
GO:0046857	oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor	molecular function	42	37	30	39	30	40	0	76	32	4	2	4	15	6	67	69	61	40	20	26	13	2	16	46	65	39	0	43	52	61	65	71	63	53	86	47	1	3	82	82	31	29	28	0	80	21	25	20	96	49
GO:0046872	metal ion binding	molecular function	2886	2435	2396	2553	1573	2140	213	4552	2406	684	451	275	1672	1034	4354	4554	4200	2584	1504	1894	1515	179	1363	3769	4010	3005	309	3005	3560	4282	4215	4468	4066	3871	5898	3041	482	931	4963	5312	2079	2145	1751	358	5334	2352	2500	1580	6541	4097
GO:0046873	metal ion transmembrane transporter activity	molecular function	79	64	61	61	40	55	35	118	68	32	20	9	75	94	110	118	100	68	43	44	98	19	74	93	95	74	50	72	79	105	87	99	92	87	141	61	76	86	116	123	49	49	44	63	112	59	62	115	145	105
GO:0046903	secretion	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
GO:0046907	intracellular transport	biological process	3	1	0	0	3	1	11	6	1	1	4	0	9	22	7	1	0	2	0	0	28	3	14	0	0	3	10	0	5	1	1	0	0	1	10	4	24	23	0	0	2	1	0	13	0	5	5	31	3	9
GO:0046912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	molecular function	653	530	502	573	352	454	12	1053	522	93	61	18	276	134	974	1112	1000	490	293	356	200	13	228	835	952	571	22	701	854	1026	998	1069	975	909	1427	738	23	103	1214	1261	441	427	344	29	1326	383	458	209	1505	817
GO:0046914	transition metal ion binding	molecular function	177	133	142	153	94	128	5	260	144	27	17	12	78	46	262	281	244	154	85	125	66	5	64	213	215	172	8	177	185	215	237	235	217	207	311	157	5	34	256	289	106	103	99	5	280	89	110	67	378	224
GO:0046917	triphosphoribosyl-dephospho-CoA synthase activity	molecular function	11	5	4	8	8	10	0	20	7	3	1	0	5	4	14	16	19	8	5	5	3	0	2	10	15	9	1	15	9	7	13	12	9	14	17	9	0	1	16	21	7	5	6	0	24	10	10	3	23	8
GO:0046923	ER retention sequence binding	molecular function	0	2	2	1	1	2	4	4	1	3	3	0	3	8	3	2	2	1	5	2	10	2	5	0	1	8	3	1	5	1	1	2	1	1	11	9	6	8	1	4	1	4	2	5	1	3	4	12	2	8
GO:0046930	pore complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	4	0	0
GO:0046931	pore complex assembly	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	4	0	0
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	molecular function	911	721	665	776	460	660	38	1453	689	171	151	68	448	224	1343	1439	1338	739	450	553	294	39	321	1120	1223	837	56	931	1067	1329	1288	1417	1213	1123	1818	945	40	211	1531	1648	625	596	515	53	1662	601	672	358	1889	1098
GO:0046935	1-phosphatidylinositol-3-kinase regulator activity	molecular function	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0046938	phytochelatin biosynthetic process	biological process	1	1	2	0	1	0	1	2	2	3	3	1	12	8	1	3	3	1	3	0	4	0	5	0	1	8	1	1	0	0	2	3	3	1	7	3	6	3	1	3	2	3	2	3	2	4	4	6	4	4
GO:0046961	proton-transporting ATPase activity, rotational mechanism	molecular function	6	8	3	3	4	3	6	7	2	1	4	0	14	9	13	4	7	4	6	3	15	2	6	6	5	7	5	3	8	7	7	6	7	7	20	8	9	11	4	5	3	2	2	10	2	2	2	15	10	10
GO:0046983	protein dimerization activity	molecular function	880	710	695	747	487	649	156	1447	686	172	132	54	589	458	1415	1470	1348	774	426	573	594	98	445	1271	1337	839	206	1036	1105	1375	1291	1367	1270	1174	1908	907	308	455	1660	1750	600	560	444	246	1817	590	665	673	2046	1162
GO:0046999	regulation of conjugation	biological process	1	1	0	1	1	1	0	3	0	1	1	1	3	3	3	3	2	1	1	3	2	1	2	1	1	2	0	0	1	4	1	1	2	1	2	2	0	3	4	1	1	2	2	0	1	1	1	2	2	2
GO:0047151	methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity	molecular function	19	17	17	15	9	17	0	23	14	0	2	0	2	1	25	27	24	14	7	16	4	0	4	22	25	18	0	25	15	22	20	21	14	21	21	12	0	0	22	19	10	12	10	0	24	13	10	4	26	17
GO:0047200	tetrahydrodipicolinate N-acetyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
